Decimal,Fraction,Pitch,Series,Class,FractionCallout,DecimalCallout,Allowance,MajorMax,MajorMin,MajorMinE,PitchMax,PitchMin,MinorMax,MinorMin
1.938,1 15/16,12,UN,2A,1 15/16-12 UN 2A,1.938-12 UN 2A,0.0018,1.9357,1.9243,-,1.8816,1.8755,1.8365,-
1.938,1 15/16,12,UN,2B,1 15/16-12 UN 2B,1.938-12 UN 2B,-,-,1.9375,-,1.8913,1.8834,1.8650,1.8470
1.938,1 15/16,12,UN,3A,1 15/16-12 UN 3A,1.938-12 UN 3A,0,1.9375,1.9261,-,1.8834,1.8789,1.8383,-
1.938,1 15/16,12,UN,3B,1 15/16-12 UN 3B,1.938-12 UN 3B,-,-,1.9375,-,1.8893,1.8834,1.8573,1.8470
1.938,1 15/16,16,UN,2A,1 15/16-16 UN 2A,1.938-16 UN 2A,0.0016,1.9359,1.9265,-,1.8953,1.8899,1.8614,-
1.938,1 15/16,16,UN,2B,1 15/16-16 UN 2B,1.938-16 UN 2B,-,-,1.9375,-,1.9039,1.8969,1.8840,1.8700
1.938,1 15/16,16,UN,3A,1 15/16-16 UN 3A,1.938-16 UN 3A,0,1.9375,1.9281,-,1.8969,1.8929,1.8630,-
1.938,1 15/16,16,UN,3B,1 15/16-16 UN 3B,1.938-16 UN 3B,-,-,1.9375,-,1.9021,1.8969,1.8783,1.8700
1.938,1 15/16,20,UN,2A,1 15/16-20 UN 2A,1.938-20 UN 2A,0.0015,1.9360,1.9279,-,1.9035,1.8986,1.8765,-
1.938,1 15/16,20,UN,2B,1 15/16-20 UN 2B,1.938-20 UN 2B,-,-,1.9375,-,1.9114,1.9050,1.8950,1.8830
1.938,1 15/16,20,UN,3A,1 15/16-20 UN 3A,1.938-20 UN 3A,0,1.9375,1.9294,-,1.9050,1.9013,1.8780,-
1.938,1 15/16,20,UN,3B,1 15/16-20 UN 3B,1.938-20 UN 3B,-,-,1.9375,-,1.9098,1.9050,1.8912,1.8830
2.000,2,4.5,UNC,1B,2-41?2 UNC 1B,2.000-4.5 UNC 1B,-,-,2.0000,-,1.8743,1.8557,1.7950,1.7590
2.000,2,4.5,UNC,2B,2-41?2 UNC 2B,2.000-4.5 UNC 2B,-,-,2.0000,-,1.8681,1.8557,1.7950,1.7590
2.000,2,4.5,UNC,3B,2-41?2 UNC 3B,2.000-4.5 UNC 3B,-,-,2.0000,-,1.8650,1.8557,1.7861,1.7590
2.000,2,6,UN,2A,2-6 UN 2A,2.000-6 UN 2A,0.0026,1.9974,1.9792,-,1.8891,1.8805,1.7990,-
2.000,2,6,UN,2B,2-6 UN 2B,2.000-6 UN 2B,-,-,2.0000,-,1.9028,1.8917,1.8500,1.8200
2.000,2,6,UN,3A,2-6 UN 3A,2.000-6 UN 3A,0,2.0000,1.9818,-,1.8917,1.8853,1.8016,-
2.000,2,6,UN,3B,2-6 UN 3B,2.000-6 UN 3B,-,-,2.0000,-,1.9000,1.8917,1.8396,1.8200
2.000,2,8,UN,2A,2-8 UN 2A,2.000-8 UN 2A,0.0023,1.9977,1.9827,1.9752,1.9165,1.9087,1.8489,-
2.000,2,8,UN,2B,2-8 UN 2B,2.000-8 UN 2B,-,-,2.0000,-,1.9289,1.9188,1.8900,1.8650
2.000,2,8,UN,3A,2-8 UN 3A,2.000-8 UN 3A,0,2.0000,1.9850,-,1.9188,1.9130,1.8512,-
2.000,2,8,UN,3B,2-8 UN 3B,2.000-8 UN 3B,-,-,2.0000,-,1.9264,1.9188,1.8797,1.8650
2.000,2,10,UNS,2A,2-10 UNS 2A,2.000-10 UNS 2A,0.002,1.9980,1.9851,-,1.9330,1.9265,1.8790,-
2.000,2,10,UNS,2B,2-10 UNS 2B,2.000-10 UNS 2B,-,-,2.0000,-,1.9435,1.9350,1.9130,1.8920
2.000,2,12,UN,2A,2-12 UN 2A,2.000-12 UN 2A,0.0018,1.9982,1.9868,-,1.9441,1.9380,1.8990,-
2.000,2,12,UN,2B,2-12 UN 2B,2.000-12 UN 2B,-,-,2.0000,-,1.9538,1.9459,1.9280,1.9100
2.000,2,12,UN,3A,2-12 UN 3A,2.000-12 UN 3A,0,2.0000,1.9886,-,1.9459,1.9414,1.9008,-
2.000,2,12,UN,3B,2-12 UN 3B,2.000-12 UN 3B,-,-,2.0000,-,1.9518,1.9459,1.9198,1.9100
2.000,2,14,UNS,2A,2-14 UNS 2A,2.000-14 UNS 2A,0.0017,1.9983,1.9880,-,1.9519,1.9462,1.9133,-
2.000,2,14,UNS,2B,2-14 UNS 2B,2.000-14 UNS 2B,-,-,2.0000,-,1.9610,1.9536,1.9380,1.9230
2.000,2,16,UN,2A,2-16 UN 2A,2.000-16 UN 2A,0.0016,1.9984,1.9890,-,1.9578,1.9524,1.9239,-
2.000,2,16,UN,2B,2-16 UN 2B,2.000-16 UN 2B,-,-,2.0000,-,1.9664,1.9594,1.9460,1.9320
2.000,2,16,UN,3A,2-16 UN 3A,2.000-16 UN 3A,0,2.0000,1.9906,-,1.9594,1.9554,1.9255,-
2.000,2,16,UN,3B,2-16 UN 3B,2.000-16 UN 3B,-,-,2.0000,-,1.9646,1.9594,1.9408,1.9320
2.000,2,18,UNS,2A,2-18 UNS 2A,2.000-18 UNS 2A,0.0015,1.9985,1.9898,-,1.9624,1.9573,1.9324,-
2.000,2,18,UNS,2B,2-18 UNS 2B,2.000-18 UNS 2B,-,-,2.0000,-,1.9706,1.9639,1.9530,1.9400
2.000,2,20,UN,2A,2-20 UN 2A,2.000-20 UN 2A,0.0015,1.9985,1.9904,-,1.9660,1.9611,1.9390,-
2.000,2,20,UN,2B,2-20 UN 2B,2.000-20 UN 2B,-,-,2.0000,-,1.9739,1.9675,1.9570,1.9460
2.000,2,20,UN,3A,2-20 UN 3A,2.000-20 UN 3A,0,2.0000,1.9919,-,1.9675,1.9638,1.9405,-
2.000,2,20,UN,3B,2-20 UN 3B,2.000-20 UN 3B,-,-,2.0000,-,1.9723,1.9675,1.9537,1.9460
2.000,2,41?2,UNC,1A,2-41?2 UNC 1A,2.000-41?2 UNC 1A,0.0029,1.9971,1.9641,-,1.8528,1.8385,1.7324,-
2.000,2,41?2,UNC,2A,2-41?2 UNC 2A,2.000-41?2 UNC 2A,0.0029,1.9971,1.9751,1.9641,1.8528,1.8433,1.7324,-
2.000,2,41?2,UNC,3A,2-41?2 UNC 3A,2.000-41?2 UNC 3A,0,2.0000,1.9780,-,1.8557,1.8486,1.7353,-
2.063,2 1/16,16,UNS,2A,2 1/16-16 UNS 2A,2.063-16 UNS 2A,0.0016,2.0609,2.0515,-,2.0203,2.0149,1.9864,-
2.063,2 1/16,16,UNS,2B,2 1/16-16 UNS 2B,2.063-16 UNS 2B,-,-,2.0625,-,2.0289,2.0219,2.0090,1.9950
2.063,2 1/16,16,UNS,3A,2 1/16-16 UNS 3A,2.063-16 UNS 3A,0,2.0625,2.0531,-,2.0219,2.0179,1.9880,-
2.063,2 1/16,16,UNS,3B,2 1/16-16 UNS 3B,2.063-16 UNS 3B,-,-,2.0625,-,2.0271,2.0219,2.0033,1.9950
2.125,2 1/8,6,UN,2A,2 1/8-6 UN 2A,2.125-6 UN 2A,0.0026,2.1224,2.1042,-,2.0141,2.0054,1.9240,-
2.125,2 1/8,6,UN,2B,2 1/8-6 UN 2B,2.125-6 UN 2B,-,-,2.1250,-,2.0280,2.0167,1.9750,1.9450
2.125,2 1/8,6,UN,3A,2 1/8-6 UN 3A,2.125-6 UN 3A,0,2.1250,2.1068,-,2.0167,2.0102,1.9266,-
2.125,2 1/8,6,UN,3B,2 1/8-6 UN 3B,2.125-6 UN 3B,-,-,2.1250,-,2.0251,2.0167,1.9646,1.9450
2.125,2 1/8,8,UN,2A,2 1/8-8 UN 2A,2.125-8 UN 2A,0.0024,2.1226,2.1076,2.1001,2.0414,2.0335,1.9738,-
2.125,2 1/8,8,UN,2B,2 1/8-8 UN 2B,2.125-8 UN 2B,-,-,2.1250,-,2.0540,2.0438,2.0150,1.9900
2.125,2 1/8,8,UN,3A,2 1/8-8 UN 3A,2.125-8 UN 3A,0,2.1250,2.1100,-,2.0438,2.0379,1.9762,-
2.125,2 1/8,8,UN,3B,2 1/8-8 UN 3B,2.125-8 UN 3B,-,-,2.1250,-,2.0515,2.0438,2.0047,1.9900
2.125,2 1/8,12,UN,2A,2 1/8-12 UN 2A,2.125-12 UN 2A,0.0018,2.1232,2.1118,-,2.0691,2.0630,2.0240,-
2.125,2 1/8,12,UN,2B,2 1/8-12 UN 2B,2.125-12 UN 2B,-,-,2.1250,-,2.0788,2.0709,2.0530,2.0350
2.125,2 1/8,12,UN,3A,2 1/8-12 UN 3A,2.125-12 UN 3A,0,2.1250,2.1136,-,2.0709,2.0664,2.0258,-
2.125,2 1/8,12,UN,3B,2 1/8-12 UN 3B,2.125-12 UN 3B,-,-,2.1250,-,2.0768,2.0709,2.0448,2.0350
2.125,2 1/8,16,UN,2A,2 1/8-16 UN 2A,2.125-16 UN 2A,0.0016,2.1234,2.1140,-,2.0828,2.0774,2.0489,-
2.125,2 1/8,16,UN,2B,2 1/8-16 UN 2B,2.125-16 UN 2B,-,-,2.1250,-,2.0914,2.0844,2.0710,2.0570
2.125,2 1/8,16,UN,3A,2 1/8-16 UN 3A,2.125-16 UN 3A,0,2.1250,2.1156,-,2.0844,2.0803,2.0505,-
2.125,2 1/8,16,UN,3B,2 1/8-16 UN 3B,2.125-16 UN 3B,-,-,2.1250,-,2.0896,2.0844,2.0658,2.0570
2.125,2 1/8,20,UN,2A,2 1/8-20 UN 2A,2.125-20 UN 2A,0.0015,2.1235,2.1154,-,2.0910,2.0861,2.0640,-
2.125,2 1/8,20,UN,2B,2 1/8-20 UN 2B,2.125-20 UN 2B,-,-,2.1250,-,2.0989,2.0925,2.0820,2.0710
2.125,2 1/8,20,UN,3A,2 1/8-20 UN 3A,2.125-20 UN 3A,0,2.1250,2.1169,-,2.0925,2.0888,2.0655,-
2.125,2 1/8,20,UN,3B,2 1/8-20 UN 3B,2.125-20 UN 3B,-,-,2.1250,-,2.0973,2.0925,2.0787,2.0710
2.188,2 3/16,16,UNS,2A,2 3/16-16 UNS 2A,2.188-16 UNS 2A,0.0016,2.1859,2.1765,-,2.1453,2.1399,2.1114,-
2.188,2 3/16,16,UNS,2B,2 3/16-16 UNS 2B,2.188-16 UNS 2B,-,-,2.1875,-,2.1539,2.1469,2.1340,2.1200
2.188,2 3/16,16,UNS,3A,2 3/16-16 UNS 3A,2.188-16 UNS 3A,0,2.1875,2.1781,-,2.1469,2.1428,2.1130,-
2.188,2 3/16,16,UNS,3B,2 3/16-16 UNS 3B,2.188-16 UNS 3B,-,-,2.1875,-,2.1521,2.1469,2.1283,2.1200
2.250,2 1/4,4.5,UNC,1B,2 1/4-41?2 UNC 1B,2.250-4.5 UNC 1B,-,-,2.2500,-,2.1247,2.1057,2.0450,2.0090
2.250,2 1/4,4.5,UNC,2B,2 1/4-41?2 UNC 2B,2.250-4.5 UNC 2B,-,-,2.2500,-,2.1183,2.1057,2.0450,2.0090
2.250,2 1/4,4.5,UNC,3B,2 1/4-41?2 UNC 3B,2.250-4.5 UNC 3B,-,-,2.2500,-,2.1152,2.1057,2.0361,2.0090
2.250,2 1/4,6,UN,2A,2 1/4-6 UN 2A,2.250-6 UN 2A,0.0026,2.2474,2.2292,-,2.1391,2.1303,2.0490,-
2.250,2 1/4,6,UN,2B,2 1/4-6 UN 2B,2.250-6 UN 2B,-,-,2.2500,-,2.1531,2.1417,2.1000,2.0700
2.250,2 1/4,6,UN,3A,2 1/4-6 UN 3A,2.250-6 UN 3A,0,2.2500,2.2318,-,2.1417,2.1351,2.0516,-
2.250,2 1/4,6,UN,3B,2 1/4-6 UN 3B,2.250-6 UN 3B,-,-,2.2500,-,2.1502,2.1417,2.0896,2.0700
2.250,2 1/4,8,UN,2A,2 1/4-8 UN 2A,2.250-8 UN 2A,0.0024,2.2476,2.2326,2.2251,2.1664,2.1584,2.0988,-
2.250,2 1/4,8,UN,2B,2 1/4-8 UN 2B,2.250-8 UN 2B,-,-,2.2500,-,2.1792,2.1688,2.1400,2.1150
2.250,2 1/4,8,UN,3A,2 1/4-8 UN 3A,2.250-8 UN 3A,0,2.2500,2.2350,-,2.1688,2.1628,2.1012,-
2.250,2 1/4,8,UN,3B,2 1/4-8 UN 3B,2.250-8 UN 3B,-,-,2.2500,-,2.1766,2.1688,2.1297,2.1150
2.250,2 1/4,10,UNS,2A,2 1/4-10 UNS 2A,2.250-10 UNS 2A,0.002,2.2480,2.2351,-,2.1830,2.1765,2.1290,-
2.250,2 1/4,10,UNS,2B,2 1/4-10 UNS 2B,2.250-10 UNS 2B,-,-,2.2500,-,2.1935,2.1850,2.1630,2.1420
2.250,2 1/4,12,UN,2A,2 1/4-12 UN 2A,2.250-12 UN 2A,0.0018,2.2482,2.2368,-,2.1941,2.1880,2.1490,-
2.250,2 1/4,12,UN,2B,2 1/4-12 UN 2B,2.250-12 UN 2B,-,-,2.2500,-,2.2038,2.1959,2.1780,2.1600
2.250,2 1/4,12,UN,3A,2 1/4-12 UN 3A,2.250-12 UN 3A,0,2.2500,2.2386,-,2.1959,2.1914,2.1508,-
2.250,2 1/4,12,UN,3B,2 1/4-12 UN 3B,2.250-12 UN 3B,-,-,2.2500,-,2.2018,2.1959,2.1698,2.1600
2.250,2 1/4,14,UNS,2A,2 1/4-14 UNS 2A,2.250-14 UNS 2A,0.0017,2.2483,2.2380,-,2.2019,2.1962,2.1633,-
2.250,2 1/4,14,UNS,2B,2 1/4-14 UNS 2B,2.250-14 UNS 2B,-,-,2.2500,-,2.2110,2.2036,2.1880,2.1730
2.250,2 1/4,16,UN,2A,2 1/4-16 UN 2A,2.250-16 UN 2A,0.0016,2.2484,2.2390,-,2.2078,2.2024,2.1739,-
2.250,2 1/4,16,UN,2B,2 1/4-16 UN 2B,2.250-16 UN 2B,-,-,2.2500,-,2.2164,2.2094,2.1960,2.1820
2.250,2 1/4,16,UN,3A,2 1/4-16 UN 3A,2.250-16 UN 3A,0,2.2500,2.2406,-,2.2094,2.2053,2.1755,-
2.250,2 1/4,16,UN,3B,2 1/4-16 UN 3B,2.250-16 UN 3B,-,-,2.2500,-,2.2146,2.2094,2.1908,2.1820
2.250,2 1/4,18,UNS,2A,2 1/4-18 UNS 2A,2.250-18 UNS 2A,0.0015,2.2485,2.2398,-,2.2124,2.2073,2.1824,-
2.250,2 1/4,18,UNS,2B,2 1/4-18 UNS 2B,2.250-18 UNS 2B,-,-,2.2500,-,2.2206,2.2139,2.2030,2.1900
2.250,2 1/4,20,UN,2A,2 1/4-20 UN 2A,2.250-20 UN 2A,0.0015,2.2485,2.2404,-,2.2160,2.2111,2.1890,-
2.250,2 1/4,20,UN,2B,2 1/4-20 UN 2B,2.250-20 UN 2B,-,-,2.2500,-,2.2239,2.2175,2.2070,2.1960
2.250,2 1/4,20,UN,3A,2 1/4-20 UN 3A,2.250-20 UN 3A,0,2.2500,2.2419,-,2.2175,2.2137,2.1905,-
2.250,2 1/4,20,UN,3B,2 1/4-20 UN 3B,2.250-20 UN 3B,-,-,2.2500,-,2.2223,2.2175,2.2037,2.1960
2.250,2 1/4,41?2,UNC,1A,2 1/4-41?2 UNC 1A,2.250-41?2 UNC 1A,0.0029,2.2471,2.2141,-,2.1028,2.0882,1.9824,-
2.250,2 1/4,41?2,UNC,2A,2 1/4-41?2 UNC 2A,2.250-41?2 UNC 2A,0.0029,2.2471,2.2251,2.2141,2.1028,2.0931,1.9824,-
2.250,2 1/4,41?2,UNC,3A,2 1/4-41?2 UNC 3A,2.250-41?2 UNC 3A,0,2.2500,2.2280,-,2.1057,2.0984,1.9853,-
2.313,2 5/16,16,UNS,2A,2 5/16-16 UNS 2A,2.313-16 UNS 2A,0.0017,2.3108,2.3014,-,2.2702,2.2647,2.2363,-
2.313,2 5/16,16,UNS,2B,2 5/16-16 UNS 2B,2.313-16 UNS 2B,-,-,2.3125,-,2.2791,2.2719,2.2590,2.2450
2.313,2 5/16,16,UNS,3A,2 5/16-16 UNS 3A,2.313-16 UNS 3A,0,2.3125,2.3031,-,2.2719,2.2678,2.2380,-
2.313,2 5/16,16,UNS,3B,2 5/16-16 UNS 3B,2.313-16 UNS 3B,-,-,2.3125,-,2.2773,2.2719,2.2533,2.2450
2.375,2 3/8,6,UN,2A,2 3/8-6 UN 2A,2.375-6 UN 2A,0.0027,2.3723,2.3541,-,2.2640,2.2551,2.1739,-
2.375,2 3/8,6,UN,2B,2 3/8-6 UN 2B,2.375-6 UN 2B,-,-,2.3750,-,2.2782,2.2667,2.2260,2.1950
2.375,2 3/8,6,UN,3A,2 3/8-6 UN 3A,2.375-6 UN 3A,0,2.3750,2.3568,-,2.2667,2.2601,2.1766,-
2.375,2 3/8,6,UN,3B,2 3/8-6 UN 3B,2.375-6 UN 3B,-,-,2.3750,-,2.2753,2.2667,2.2146,2.1950
2.375,2 3/8,8,UN,2A,2 3/8-8 UN 2A,2.375-8 UN 2A,0.0024,2.3726,2.3576,-,2.2914,2.2833,2.2238,-
2.375,2 3/8,8,UN,2B,2 3/8-8 UN 2B,2.375-8 UN 2B,-,-,2.3750,-,2.3043,2.2938,2.2650,2.2400
2.375,2 3/8,8,UN,3A,2 3/8-8 UN 3A,2.375-8 UN 3A,0,2.3750,2.3600,-,2.2938,2.2878,2.2262,-
2.375,2 3/8,8,UN,3B,2 3/8-8 UN 3B,2.375-8 UN 3B,-,-,2.3750,-,2.3017,2.2938,2.2547,2.2400
2.375,2 3/8,12,UN,2A,2 3/8-12 UN 2A,2.375-12 UN 2A,0.0019,2.3731,2.3617,-,2.3190,2.3128,2.2739,-
2.375,2 3/8,12,UN,2B,2 3/8-12 UN 2B,2.375-12 UN 2B,-,-,2.3750,-,2.3290,2.3209,2.3030,2.2850
2.375,2 3/8,12,UN,3A,2 3/8-12 UN 3A,2.375-12 UN 3A,0,2.3750,2.3636,-,2.3209,2.3163,2.2758,-
2.375,2 3/8,12,UN,3B,2 3/8-12 UN 3B,2.375-12 UN 3B,-,-,2.3750,-,2.3269,2.3209,2.2948,2.2850
2.375,2 3/8,16,UN,2A,2 3/8-16 UN 2A,2.375-16 UN 2A,0.0017,2.3733,2.3639,-,2.3327,2.3272,2.2988,-
2.375,2 3/8,16,UN,2B,2 3/8-16 UN 2B,2.375-16 UN 2B,-,-,2.3750,-,2.3416,2.3344,2.3210,2.3070
2.375,2 3/8,16,UN,3A,2 3/8-16 UN 3A,2.375-16 UN 3A,0,2.3750,2.3656,-,2.3344,2.3303,2.3005,-
2.375,2 3/8,16,UN,3B,2 3/8-16 UN 3B,2.375-16 UN 3B,-,-,2.3750,-,2.3398,2.3344,2.3158,2.3070
2.375,2 3/8,20,UN,2A,2 3/8-20 UN 2A,2.375-20 UN 2A,0.0015,2.3735,2.3654,-,2.3410,2.3359,2.3140,-
2.375,2 3/8,20,UN,2B,2 3/8-20 UN 2B,2.375-20 UN 2B,-,-,2.3750,-,2.3491,2.3425,2.3320,2.3210
2.375,2 3/8,20,UN,3A,2 3/8-20 UN 3A,2.375-20 UN 3A,0,2.3750,2.3669,-,2.3425,2.3387,2.3155,-
2.375,2 3/8,20,UN,3B,2 3/8-20 UN 3B,2.375-20 UN 3B,-,-,2.3750,-,2.3475,2.3425,2.3287,2.3210
2.438,2 7/16,16,UNS,2A,2 7/16-16 UNS 2A,2.438-16 UNS 2A,0.0017,2.4358,2.4264,-,2.3952,2.3897,2.3613,-
2.438,2 7/16,16,UNS,2B,2 7/16-16 UNS 2B,2.438-16 UNS 2B,-,-,2.4375,-,2.4041,2.3969,2.3840,2.3700
2.438,2 7/16,16,UNS,3A,2 7/16-16 UNS 3A,2.438-16 UNS 3A,0,2.4375,2.4281,-,2.3969,2.3928,2.3630,-
2.438,2 7/16,16,UNS,3B,2 7/16-16 UNS 3B,2.438-16 UNS 3B,-,-,2.4375,-,2.4023,2.3969,2.3783,2.3700
2.500,2 1/2,4,UNC,1A,2 1/2-4 UNC 1A,2.500-4 UNC 1A,0.0031,2.4969,2.4612,-,2.3345,2.3190,2.1992,-
2.500,2 1/2,4,UNC,1B,2 1/2-4 UNC 1B,2.500-4 UNC 1B,-,-,2.5000,-,2.3578,2.3376,2.2670,2.2290
2.500,2 1/2,4,UNC,2A,2 1/2-4 UNC 2A,2.500-4 UNC 2A,0.0031,2.4969,2.4731,2.4612,2.3345,2.3241,2.1992,-
2.500,2 1/2,4,UNC,2B,2 1/2-4 UNC 2B,2.500-4 UNC 2B,-,-,2.5000,-,2.3511,2.3376,2.2670,2.2290
2.500,2 1/2,4,UNC,3A,2 1/2-4 UNC 3A,2.500-4 UNC 3A,0,2.5000,2.4762,-,2.3376,2.3298,2.2023,-
2.500,2 1/2,4,UNC,3B,2 1/2-4 UNC 3B,2.500-4 UNC 3B,-,-,2.5000,-,2.3477,2.3376,2.2594,2.2290
2.500,2 1/2,6,UN,2A,2 1/2-6 UN 2A,2.500-6 UN 2A,0.0027,2.4973,2.4791,-,2.3890,2.3800,2.2989,-
2.500,2 1/2,6,UN,2B,2 1/2-6 UN 2B,2.500-6 UN 2B,-,-,2.5000,-,2.4033,2.3917,2.3500,2.3200
2.500,2 1/2,6,UN,3A,2 1/2-6 UN 3A,2.500-6 UN 3A,0,2.5000,2.4818,-,2.3917,2.3850,2.3016,-
2.500,2 1/2,6,UN,3B,2 1/2-6 UN 3B,2.500-6 UN 3B,-,-,2.5000,-,2.4004,2.3917,2.3396,2.3200
2.500,2 1/2,8,UN,2A,2 1/2-8 UN 2A,2.500-8 UN 2A,0.0024,2.4976,2.4826,2.4751,2.4164,2.4082,2.3488,-
2.500,2 1/2,8,UN,2B,2 1/2-8 UN 2B,2.500-8 UN 2B,-,-,2.5000,-,2.4294,2.4188,2.3900,2.3650
2.500,2 1/2,8,UN,3A,2 1/2-8 UN 3A,2.500-8 UN 3A,0,2.5000,2.4850,-,2.4188,2.4127,2.3512,-
2.500,2 1/2,8,UN,3B,2 1/2-8 UN 3B,2.500-8 UN 3B,-,-,2.5000,-,2.4268,2.4188,2.3797,2.3650
2.500,2 1/2,10,UNS,2A,2 1/2-10 UNS 2A,2.500-10 UNS 2A,0.002,2.4980,2.4851,-,2.4330,2.4263,2.3790,-
2.500,2 1/2,10,UNS,2B,2 1/2-10 UNS 2B,2.500-10 UNS 2B,-,-,2.5000,-,2.4437,2.4350,2.4130,2.3920
2.500,2 1/2,12,UN,2A,2 1/2-12 UN 2A,2.500-12 UN 2A,0.0019,2.4981,2.4867,-,2.4440,2.4378,2.3989,-
2.500,2 1/2,12,UN,2B,2 1/2-12 UN 2B,2.500-12 UN 2B,-,-,2.5000,-,2.4540,2.4459,2.4280,2.4100
2.500,2 1/2,12,UN,3A,2 1/2-12 UN 3A,2.500-12 UN 3A,0,2.5000,2.4886,-,2.4459,2.4413,2.4008,-
2.500,2 1/2,12,UN,3B,2 1/2-12 UN 3B,2.500-12 UN 3B,-,-,2.5000,-,2.4519,2.4459,2.4198,2.4100
2.500,2 1/2,14,UNS,2A,2 1/2-14 UNS 2A,2.500-14 UNS 2A,0.0017,2.4983,2.4880,-,2.4519,2.4461,2.4133,-
2.500,2 1/2,14,UNS,2B,2 1/2-14 UNS 2B,2.500-14 UNS 2B,-,-,2.5000,-,2.4612,2.4536,2.4380,2.4230
2.500,2 1/2,16,UN,2A,2 1/2-16 UN 2A,2.500-16 UN 2A,0.0017,2.4983,2.4889,-,2.4577,2.4522,2.4238,-
2.500,2 1/2,16,UN,2B,2 1/2-16 UN 2B,2.500-16 UN 2B,-,-,2.5000,-,2.4666,2.4594,2.4460,2.4320
2.500,2 1/2,16,UN,3A,2 1/2-16 UN 3A,2.500-16 UN 3A,0,2.5000,2.4906,-,2.4594,2.4553,2.4255,-
2.500,2 1/2,16,UN,3B,2 1/2-16 UN 3B,2.500-16 UN 3B,-,-,2.5000,-,2.4648,2.4594,2.4408,2.4320
2.500,2 1/2,18,UNS,2A,2 1/2-18 UNS 2A,2.500-18 UNS 2A,0.0016,2.4984,2.4897,-,2.4623,2.4570,2.4323,-
2.500,2 1/2,18,UNS,2B,2 1/2-18 UNS 2B,2.500-18 UNS 2B,-,-,2.5000,-,2.4708,2.4639,2.4530,2.4400
2.500,2 1/2,20,UN,2A,2 1/2-20 UN 2A,2.500-20 UN 2A,0.0015,2.4985,2.4904,-,2.4660,2.4609,2.4390,-
2.500,2 1/2,20,UN,2B,2 1/2-20 UN 2B,2.500-20 UN 2B,-,-,2.5000,-,2.4741,2.4675,2.4570,2.4460
2.500,2 1/2,20,UN,3A,2 1/2-20 UN 3A,2.500-20 UN 3A,0,2.5000,2.4919,-,2.4675,2.4637,2.4405,-
2.500,2 1/2,20,UN,3B,2 1/2-20 UN 3B,2.500-20 UN 3B,-,-,2.5000,-,2.4725,2.4675,2.4537,2.4460
2.625,2 5/8,6,UN,2A,2 5/8-6 UN 2A,2.625-6 UN 2A,0.0027,2.6223,2.6041,-,2.5140,2.5050,2.4239,-
2.625,2 5/8,6,UN,2B,2 5/8-6 UN 2B,2.625-6 UN 2B,-,-,2.6250,-,2.5285,2.5167,2.4750,2.4450
2.625,2 5/8,6,UN,3A,2 5/8-6 UN 3A,2.625-6 UN 3A,0,2.6250,2.6068,-,2.5167,2.5099,2.4266,-
2.625,2 5/8,6,UN,3B,2 5/8-6 UN 3B,2.625-6 UN 3B,-,-,2.6250,-,2.5255,2.5167,2.4646,2.4450
2.625,2 5/8,8,UN,2A,2 5/8-8 UN 2A,2.625-8 UN 2A,0.0025,2.6225,2.6075,-,2.5413,2.5331,2.4737,-
2.625,2 5/8,8,UN,2B,2 5/8-8 UN 2B,2.625-8 UN 2B,-,-,2.6250,-,2.5545,2.5438,2.5150,2.4900
2.625,2 5/8,8,UN,3A,2 5/8-8 UN 3A,2.625-8 UN 3A,0,2.6250,2.6100,-,2.5438,2.5376,2.4762,-
2.625,2 5/8,8,UN,3B,2 5/8-8 UN 3B,2.625-8 UN 3B,-,-,2.6250,-,2.5518,2.5438,2.5047,2.4900
2.625,2 5/8,12,UN,2A,2 5/8-12 UN 2A,2.625-12 UN 2A,0.0019,2.6231,2.6117,-,2.5690,2.5628,2.5239,-
2.625,2 5/8,12,UN,2B,2 5/8-12 UN 2B,2.625-12 UN 2B,-,-,2.6250,-,2.5790,2.5709,2.5530,2.5350
2.625,2 5/8,12,UN,3A,2 5/8-12 UN 3A,2.625-12 UN 3A,0,2.6250,2.6136,-,2.5709,2.5663,2.5258,-
2.625,2 5/8,12,UN,3B,2 5/8-12 UN 3B,2.625-12 UN 3B,-,-,2.6250,-,2.5769,2.5709,2.5448,2.5350
2.625,2 5/8,16,UN,2A,2 5/8-16 UN 2A,2.625-16 UN 2A,0.0017,2.6233,2.6139,-,2.5827,2.5772,2.5488,-
2.625,2 5/8,16,UN,2B,2 5/8-16 UN 2B,2.625-16 UN 2B,-,-,2.6250,-,2.5916,2.5844,2.5710,2.5570
2.625,2 5/8,16,UN,3A,2 5/8-16 UN 3A,2.625-16 UN 3A,0,2.6250,2.6156,-,2.5844,2.5803,2.5505,-
2.625,2 5/8,16,UN,3B,2 5/8-16 UN 3B,2.625-16 UN 3B,-,-,2.6250,-,2.5898,2.5844,2.5658,2.5570
2.625,2 5/8,20,UN,2A,2 5/8-20 UN 2A,2.625-20 UN 2A,0.0015,2.6235,2.6154,-,2.5910,2.5859,2.5640,-
2.625,2 5/8,20,UN,2B,2 5/8-20 UN 2B,2.625-20 UN 2B,-,-,2.6250,-,2.5991,2.5925,2.5820,2.5710
2.625,2 5/8,20,UN,3A,2 5/8-20 UN 3A,2.625-20 UN 3A,0,2.6250,2.6169,-,2.5925,2.5887,2.5655,-
